date,provider,account,service,region,resource_id,team,project,env,pricing_model,usage_qty,usage_unit,cost,currency,utilization_pct,attached
2026-06-12,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-02,platform,web,prod,on-demand,24,unit,15.6274,USD,66.6,
2026-06-12,gcp,cost-demo-project,Compute Engine,us-west1,vm-gcp-batch-03,data,etl,prod,on-demand,24,unit,21.4405,USD,16.9,
2026-06-12,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-api-04,platform,api,prod,committed,24,unit,14.2688,USD,77.1,
2026-06-12,gcp,cost-demo-project,Compute Engine,europe-west1,vm-gcp-legacy-05,,,,on-demand,24,unit,2.0142,USD,1.0,
2026-06-12,gcp,cost-demo-project,Persistent Disk,us-central1,disk-gcp-orphan-01,platform,web,prod,on-demand,24,unit,3.4217,USD,,False
2026-06-12,gcp,cost-demo-project,Persistent Disk,us-central1,disk-gcp-active-02,platform,web,prod,on-demand,24,unit,4.3997,USD,,True
2026-06-12,gcp,cost-demo-project,Cloud SQL,us-central1,sql-gcp-prod-01,platform,web,prod,on-demand,24,unit,25.4697,USD,,
2026-06-12,gcp,cost-demo-project,Cloud Storage,us-central1,gcs-gcp-assets,platform,web,prod,on-demand,24,unit,5.2857,USD,,
2026-06-12,gcp,cost-demo-project,Cloud Load Balancing,us-central1,lb-gcp-frontend-01,,,,on-demand,24,unit,2.5942,USD,,
2026-06-13,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000web01,platform,web,prod,on-demand,24,unit,3.184,USD,2.2,
2026-06-13,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000web02,platform,web,prod,on-demand,24,unit,18.8487,USD,57.7,
2026-06-13,aws,111122223333,Amazon Elastic Compute Cloud,us-west-2,i-0aws0000000batch3,data,etl,prod,on-demand,24,unit,23.4143,USD,14.2,
2026-06-13,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000api04,platform,api,prod,reserved,24,unit,14.9188,USD,64.5,
2026-06-13,aws,111122223333,Amazon Elastic Compute Cloud,eu-west-1,i-0aws0000000legacy5,,,,on-demand,24,unit,2.49,USD,1.3,
2026-06-13,aws,111122223333,Amazon Elastic Block Store,us-east-1,vol-0awsorphan01,platform,web,prod,on-demand,24,unit,3.8705,USD,,False
2026-06-13,aws,111122223333,Amazon Elastic Block Store,us-east-1,vol-0awsactive02,platform,web,prod,on-demand,24,unit,5.3449,USD,,True
2026-06-13,aws,111122223333,Amazon Relational Database Service,us-east-1,db-0awsprodrds01,platform,web,prod,on-demand,24,unit,30.0244,USD,,
2026-06-13,aws,111122223333,Amazon Simple Storage Service,us-east-1,s3-0awsassetsbucket,platform,web,prod,on-demand,24,unit,6.2524,USD,,
2026-06-13,aws,111122223333,Amazon Virtual Private Cloud,us-east-1,nat-0awsgateway01,,,,on-demand,24,unit,3.3053,USD,,
2026-06-13,azure,sub-8842-cost-demo,Virtual Machines,eastus,vm-azure-web-01,platform,web,prod,on-demand,24,unit,3.7386,USD,2.4,
2026-06-13,azure,sub-8842-cost-demo,Virtual Machines,eastus,vm-azure-web-02,platform,web,prod,on-demand,24,unit,16.9039,USD,56.3,
2026-06-13,azure,sub-8842-cost-demo,Virtual Machines,westus2,vm-azure-batch-03,data,etl,prod,on-demand,24,unit,22.2914,USD,12.8,
2026-06-13,azure,sub-8842-cost-demo,Virtual Machines,eastus,vm-azure-api-04,platform,api,prod,reserved,24,unit,12.5882,USD,64.9,
2026-06-13,azure,sub-8842-cost-demo,Virtual Machines,westeurope,vm-azure-legacy-05,,,,on-demand,24,unit,2.2845,USD,2.1,
2026-06-13,azure,sub-8842-cost-demo,Managed Disks,eastus,disk-azure-orphan-01,platform,web,prod,on-demand,24,unit,3.605,USD,,False
2026-06-13,azure,sub-8842-cost-demo,Managed Disks,eastus,disk-azure-active-02,platform,web,prod,on-demand,24,unit,4.824,USD,,True
2026-06-13,azure,sub-8842-cost-demo,Azure SQL Database,eastus,sql-azure-prod-01,platform,web,prod,on-demand,24,unit,28.1104,USD,,
2026-06-13,azure,sub-8842-cost-demo,Storage Accounts (Blob),eastus,blob-azure-assets,platform,web,prod,on-demand,24,unit,6.1141,USD,,
2026-06-13,azure,sub-8842-cost-demo,Azure Front Door,eastus,lb-azure-frontdoor-01,,,,on-demand,24,unit,2.7,USD,,
2026-06-13,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-01,platform,web,prod,on-demand,24,unit,3.1821,USD,1.8,
2026-06-13,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-02,platform,web,prod,on-demand,24,unit,17.8325,USD,56.3,
2026-06-13,gcp,cost-demo-project,Compute Engine,us-west1,vm-gcp-batch-03,data,etl,prod,on-demand,24,unit,22.5928,USD,16.5,
2026-06-13,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-api-04,platform,api,prod,committed,24,unit,13.1391,USD,76.7,
2026-06-13,gcp,cost-demo-project,Compute Engine,europe-west1,vm-gcp-legacy-05,,,,on-demand,24,unit,2.1068,USD,1.0,
2026-06-13,gcp,cost-demo-project,Persistent Disk,us-central1,disk-gcp-orphan-01,platform,web,prod,on-demand,24,unit,3.4798,USD,,False
2026-06-13,gcp,cost-demo-project,Persistent Disk,us-central1,disk-gcp-active-02,platform,web,prod,on-demand,24,unit,4.4646,USD,,True
2026-06-13,gcp,cost-demo-project,Cloud SQL,us-central1,sql-gcp-prod-01,platform,web,prod,on-demand,24,unit,25.1732,USD,,
2026-06-13,gcp,cost-demo-project,Cloud Storage,us-central1,gcs-gcp-assets,platform,web,prod,on-demand,24,unit,5.6355,USD,,
2026-06-13,gcp,cost-demo-project,Cloud Load Balancing,us-central1,lb-gcp-frontend-01,,,,on-demand,24,unit,2.5684,USD,,
2026-06-14,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000web01,platform,web,prod,on-demand,24,unit,3.6178,USD,2.3,
2026-06-14,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000web02,platform,web,prod,on-demand,24,unit,17.4578,USD,52.6,
2026-06-14,aws,111122223333,Amazon Elastic Compute Cloud,us-west-2,i-0aws0000000batch3,data,etl,prod,on-demand,24,unit,23.1992,USD,15.4,
2026-06-14,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000api04,platform,api,prod,reserved,24,unit,13.7535,USD,79.7,
2026-06-14,aws,111122223333,Amazon Elastic Compute Cloud,eu-west-1,i-0aws0000000legacy5,,,,on-demand,24,unit,2.67,USD,1.6,
2026-06-14,aws,111122223333,Amazon Elastic Block Store,us-east-1,vol-0awsorphan01,platform,web,prod,on-demand,24,unit,3.773,USD,,False
2026-06-14,aws,111122223333,Amazon Elastic Block Store,us-east-1,vol-0awsactive02,platform,web,prod,on-demand,24,unit,5.1258,USD,,True
2026-06-14,aws,111122223333,Amazon Relational Database Service,us-east-1,db-0awsprodrds01,platform,web,prod,on-demand,24,unit,29.9859,USD,,
2026-06-14,aws,111122223333,Amazon Simple Storage Service,us-east-1,s3-0awsassetsbucket,platform,web,prod,on-demand,24,unit,6.4254,USD,,
2026-06-14,aws,111122223333,Amazon Virtual Private Cloud,us-east-1,nat-0awsgateway01,,,,on-demand,24,unit,2.9036,USD,,
2026-06-14,azure,sub-8842-cost-demo,Virtual Machines,eastus,vm-azure-web-01,platform,web,prod,on-demand,24,unit,3.6172,USD,2.3,
2026-06-14,azure,sub-8842-cost-demo,Virtual Machines,eastus,vm-azure-web-02,platform,web,prod,on-demand,24,unit,17.3778,USD,48.8,
2026-06-14,azure,sub-8842-cost-demo,Virtual Machines,westus2,vm-azure-batch-03,data,etl,prod,on-demand,24,unit,23.4005,USD,15.1,
2026-06-14,azure,sub-8842-cost-demo,Virtual Machines,eastus,vm-azure-api-04,platform,api,prod,reserved,24,unit,12.6209,USD,78.3,
2026-06-14,azure,sub-8842-cost-demo,Virtual Machines,westeurope,vm-azure-legacy-05,,,,on-demand,24,unit,2.4452,USD,1.8,
2026-06-14,azure,sub-8842-cost-demo,Managed Disks,eastus,disk-azure-orphan-01,platform,web,prod,on-demand,24,unit,3.9221,USD,,False
2026-06-14,azure,sub-8842-cost-demo,Managed Disks,eastus,disk-azure-active-02,platform,web,prod,on-demand,24,unit,4.5062,USD,,True
2026-06-14,azure,sub-8842-cost-demo,Azure SQL Database,eastus,sql-azure-prod-01,platform,web,prod,on-demand,24,unit,28.0817,USD,,
2026-06-14,azure,sub-8842-cost-demo,Storage Accounts (Blob),eastus,blob-azure-assets,platform,web,prod,on-demand,24,unit,5.3214,USD,,
2026-06-14,azure,sub-8842-cost-demo,Azure Front Door,eastus,lb-azure-frontdoor-01,,,,on-demand,24,unit,2.7123,USD,,
2026-06-14,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-01,platform,web,prod,on-demand,24,unit,3.0124,USD,2.2,
2026-06-14,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-02,platform,web,prod,on-demand,24,unit,15.7503,USD,61.5,
2026-06-14,gcp,cost-demo-project,Compute Engine,us-west1,vm-gcp-batch-03,data,etl,prod,on-demand,24,unit,22.3181,USD,23.3,
2026-06-14,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-api-04,platform,api,prod,committed,24,unit,13.2188,USD,68.5,
2026-06-14,gcp,cost-demo-project,Compute Engine,europe-west1,vm-gcp-legacy-05,,,,on-demand,24,unit,2.1248,USD,1.1,
2026-06-14,gcp,cost-demo-project,Persistent Disk,us-central1,disk-gcp-orphan-01,platform,web,prod,on-demand,24,unit,3.6124,USD,,False
2026-06-14,gcp,cost-demo-project,Persistent Disk,us-central1,disk-gcp-active-02,platform,web,prod,on-demand,24,unit,4.5657,USD,,True
2026-06-14,gcp,cost-demo-project,Cloud SQL,us-central1,sql-gcp-prod-01,platform,web,prod,on-demand,24,unit,24.4664,USD,,
2026-06-14,gcp,cost-demo-project,Cloud Storage,us-central1,gcs-gcp-assets,platform,web,prod,on-demand,24,unit,5.203,USD,,
2026-06-14,gcp,cost-demo-project,Cloud Load Balancing,us-central1,lb-gcp-frontend-01,,,,on-demand,24,unit,2.5163,USD,,
2026-06-15,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000web01,platform,web,prod,on-demand,24,unit,3.2383,USD,2.3,
2026-06-15,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000web02,platform,web,prod,on-demand,24,unit,18.4467,USD,56.1,
2026-06-15,aws,111122223333,Amazon Elastic Compute Cloud,us-west-2,i-0aws0000000batch3,data,etl,prod,on-demand,24,unit,22.4224,USD,16.8,
2026-06-15,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000api04,platform,api,prod,reserved,24,unit,13.8891,USD,71.9,
2026-06-15,aws,111122223333,Amazon Elastic Compute Cloud,eu-west-1,i-0aws0000000legacy5,,,,on-demand,24,unit,2.7232,USD,1.3,
2026-06-15,aws,111122223333,Amazon Elastic Block Store,us-east-1,vol-0awsorphan01,platform,web,prod,on-demand,24,unit,3.9742,USD,,False
2026-06-15,aws,111122223333,Amazon Elastic Block Store,us-east-1,vol-0awsactive02,platform,web,prod,on-demand,24,unit,4.812,USD,,True
2026-06-15,aws,111122223333,Amazon Relational Database Service,us-east-1,db-0awsprodrds01,platform,web,prod,on-demand,24,unit,26.6729,USD,,
2026-06-15,aws,111122223333,Amazon Simple Storage Service,us-east-1,s3-0awsassetsbucket,platform,web,prod,on-demand,24,unit,5.8604,USD,,
2026-06-15,aws,111122223333,Amazon Virtual Private Cloud,us-east-1,nat-0awsgateway01,,,,on-demand,24,unit,3.1923,USD,,
2026-06-15,azure,sub-8842-cost-demo,Virtual Machines,eastus,vm-azure-web-01,platform,web,prod,on-demand,24,unit,3.788,USD,2.7,
2026-06-15,azure,sub-8842-cost-demo,Virtual Machines,eastus,vm-azure-web-02,platform,web,prod,on-demand,24,unit,16.1203,USD,65.0,
2026-06-15,azure,sub-8842-cost-demo,Virtual Machines,westus2,vm-azure-batch-03,data,etl,prod,on-demand,24,unit,21.22,USD,11.9,
2026-06-15,azure,sub-8842-cost-demo,Virtual Machines,eastus,vm-azure-api-04,platform,api,prod,reserved,24,unit,12.9562,USD,64.5,
2026-06-15,azure,sub-8842-cost-demo,Virtual Machines,westeurope,vm-azure-legacy-05,,,,on-demand,24,unit,2.3194,USD,1.9,
2026-06-15,azure,sub-8842-cost-demo,Managed Disks,eastus,disk-azure-orphan-01,platform,web,prod,on-demand,24,unit,3.6542,USD,,False
2026-06-15,azure,sub-8842-cost-demo,Managed Disks,eastus,disk-azure-active-02,platform,web,prod,on-demand,24,unit,4.9611,USD,,True
2026-06-15,azure,sub-8842-cost-demo,Azure SQL Database,eastus,sql-azure-prod-01,platform,web,prod,on-demand,24,unit,24.1418,USD,,
2026-06-15,azure,sub-8842-cost-demo,Storage Accounts (Blob),eastus,blob-azure-assets,platform,web,prod,on-demand,24,unit,5.6128,USD,,
2026-06-15,azure,sub-8842-cost-demo,Azure Front Door,eastus,lb-azure-frontdoor-01,,,,on-demand,24,unit,2.8778,USD,,
2026-06-15,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-01,platform,web,prod,on-demand,24,unit,3.327,USD,1.8,
2026-06-15,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-02,platform,web,prod,on-demand,24,unit,16.7974,USD,66.6,
2026-06-15,gcp,cost-demo-project,Compute Engine,us-west1,vm-gcp-batch-03,data,etl,prod,on-demand,24,unit,21.3945,USD,16.5,
2026-06-15,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-api-04,platform,api,prod,committed,24,unit,14.5295,USD,88.0,
2026-06-15,gcp,cost-demo-project,Compute Engine,europe-west1,vm-gcp-legacy-05,,,,on-demand,24,unit,2.0739,USD,1.1,
2026-06-15,gcp,cost-demo-project,Persistent Disk,us-central1,disk-gcp-orphan-01,platform,web,prod,on-demand,24,unit,3.4285,USD,,False
2026-06-15,gcp,cost-demo-project,Persistent Disk,us-central1,disk-gcp-active-02,platform,web,prod,on-demand,24,unit,4.4917,USD,,True
2026-06-15,gcp,cost-demo-project,Cloud SQL,us-central1,sql-gcp-prod-01,platform,web,prod,on-demand,24,unit,25.7834,USD,,
2026-06-15,gcp,cost-demo-project,Cloud Storage,us-central1,gcs-gcp-assets,platform,web,prod,on-demand,24,unit,5.4711,USD,,
2026-06-15,gcp,cost-demo-project,Cloud Load Balancing,us-central1,lb-gcp-frontend-01,,,,on-demand,24,unit,2.5958,USD,,
2026-06-16,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000web01,platform,web,prod,on-demand,24,unit,3.5701,USD,1.7,
2026-06-16,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000web02,platform,web,prod,on-demand,24,unit,16.9317,USD,73.3,
2026-06-16,aws,111122223333,Amazon Elastic Compute Cloud,us-west-2,i-0aws0000000batch3,data,etl,prod,on-demand,24,unit,23.6357,USD,14.7,
2026-06-16,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000api04,platform,api,prod,reserved,24,unit,15.0139,USD,79.4,
2026-06-16,aws,111122223333,Amazon Elastic Compute Cloud,eu-west-1,i-0aws0000000legacy5,,,,on-demand,24,unit,2.4828,USD,1.2,
2026-06-16,aws,111122223333,Amazon Elastic Block Store,us-east-1,vol-0awsorphan01,platform,web,prod,on-demand,24,unit,4.0744,USD,,False
2026-06-16,aws,111122223333,Amazon Elastic Block Store,us-east-1,vol-0awsactive02,platform,web,prod,on-demand,24,unit,4.7344,USD,,True
2026-06-16,aws,111122223333,Amazon Relational Database Service,us-east-1,db-0awsprodrds01,platform,web,prod,on-demand,24,unit,28.7357,USD,,
2026-06-16,aws,111122223333,Amazon Simple Storage Service,us-east-1,s3-0awsassetsbucket,platform,web,prod,on-demand,24,unit,6.5191,USD,,
2026-06-16,aws,111122223333,Amazon Virtual Private Cloud,us-east-1,nat-0awsgateway01,,,,on-demand,24,unit,3.0479,USD,,
2026-06-16,azure,sub-8842-cost-demo,Virtual Machines,eastus,vm-azure-web-01,platform,web,prod,on-demand,24,unit,3.329,USD,2.7,
2026-06-16,azure,sub-8842-cost-demo,Virtual Machines,eastus,vm-azure-web-02,platform,web,prod,on-demand,24,unit,16.4891,USD,52.0,
2026-06-16,azure,sub-8842-cost-demo,Virtual Machines,westus2,vm-azure-batch-03,data,etl,prod,on-demand,24,unit,20.8661,USD,12.9,
2026-06-16,azure,sub-8842-cost-demo,Virtual Machines,eastus,vm-azure-api-04,platform,api,prod,reserved,24,unit,14.3282,USD,56.6,
2026-06-16,azure,sub-8842-cost-demo,Virtual Machines,westeurope,vm-azure-legacy-05,,,,on-demand,24,unit,2.3741,USD,1.6,
2026-06-16,azure,sub-8842-cost-demo,Managed Disks,eastus,disk-azure-orphan-01,platform,web,prod,on-demand,24,unit,3.6754,USD,,False
2026-06-16,azure,sub-8842-cost-demo,Managed Disks,eastus,disk-azure-active-02,platform,web,prod,on-demand,24,unit,4.5352,USD,,True
2026-06-16,azure,sub-8842-cost-demo,Azure SQL Database,eastus,sql-azure-prod-01,platform,web,prod,on-demand,24,unit,26.3117,USD,,
2026-06-16,azure,sub-8842-cost-demo,Storage Accounts (Blob),eastus,blob-azure-assets,platform,web,prod,on-demand,24,unit,5.2996,USD,,
2026-06-16,azure,sub-8842-cost-demo,Azure Front Door,eastus,lb-azure-frontdoor-01,,,,on-demand,24,unit,2.7978,USD,,
2026-06-16,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-01,platform,web,prod,on-demand,24,unit,3.0143,USD,1.8,
2026-06-16,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-02,platform,web,prod,on-demand,24,unit,17.9401,USD,60.6,
2026-06-16,gcp,cost-demo-project,Compute Engine,us-west1,vm-gcp-batch-03,data,etl,prod,on-demand,24,unit,23.3312,USD,22.2,
2026-06-16,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-api-04,platform,api,prod,committed,24,unit,14.451,USD,88.2,
2026-06-16,gcp,cost-demo-project,Compute Engine,europe-west1,vm-gcp-legacy-05,,,,on-demand,24,unit,2.3188,USD,0.9,
2026-06-16,gcp,cost-demo-project,Persistent Disk,us-central1,disk-gcp-orphan-01,platform,web,prod,on-demand,24,unit,3.5249,USD,,False
2026-06-16,gcp,cost-demo-project,Persistent Disk,us-central1,disk-gcp-active-02,platform,web,prod,on-demand,24,unit,4.3892,USD,,True
2026-06-16,gcp,cost-demo-project,Cloud SQL,us-central1,sql-gcp-prod-01,platform,web,prod,on-demand,24,unit,26.8639,USD,,
2026-06-16,gcp,cost-demo-project,Cloud Storage,us-central1,gcs-gcp-assets,platform,web,prod,on-demand,24,unit,5.4021,USD,,
2026-06-16,gcp,cost-demo-project,Cloud Load Balancing,us-central1,lb-gcp-frontend-01,,,,on-demand,24,unit,2.6518,USD,,
2026-06-17,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000web01,platform,web,prod,on-demand,24,unit,3.2258,USD,2.0,
2026-06-17,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000web02,platform,web,prod,on-demand,24,unit,17.3818,USD,73.1,
2026-06-17,aws,111122223333,Amazon Elastic Compute Cloud,us-west-2,i-0aws0000000batch3,data,etl,prod,on-demand,24,unit,25.0783,USD,14.3,
2026-06-17,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000api04,platform,api,prod,reserved,24,unit,15.2089,USD,71.8,
2026-06-17,aws,111122223333,Amazon Elastic Compute Cloud,eu-west-1,i-0aws0000000legacy5,,,,on-demand,24,unit,2.678,USD,1.7,
2026-06-17,aws,111122223333,Amazon Elastic Block Store,us-east-1,vol-0awsorphan01,platform,web,prod,on-demand,24,unit,4.4109,USD,,False
2026-06-17,aws,111122223333,Amazon Elastic Block Store,us-east-1,vol-0awsactive02,platform,web,prod,on-demand,24,unit,4.6801,USD,,True
2026-06-17,aws,111122223333,Amazon Relational Database Service,us-east-1,db-0awsprodrds01,platform,web,prod,on-demand,24,unit,29.1128,USD,,
2026-06-17,aws,111122223333,Amazon Simple Storage Service,us-east-1,s3-0awsassetsbucket,platform,web,prod,on-demand,24,unit,5.9684,USD,,
2026-06-17,aws,111122223333,Amazon Virtual Private Cloud,us-east-1,nat-0awsgateway01,,,,on-demand,24,unit,3.2569,USD,,
2026-06-17,azure,sub-8842-cost-demo,Virtual Machines,eastus,vm-azure-web-01,platform,web,prod,on-demand,24,unit,3.8403,USD,2.1,
2026-06-17,azure,sub-8842-cost-demo,Virtual Machines,eastus,vm-azure-web-02,platform,web,prod,on-demand,24,unit,18.782,USD,52.1,
2026-06-17,azure,sub-8842-cost-demo,Virtual Machines,westus2,vm-azure-batch-03,data,etl,prod,on-demand,24,unit,23.3358,USD,15.5,
2026-06-17,azure,sub-8842-cost-demo,Virtual Machines,eastus,vm-azure-api-04,platform,api,prod,reserved,24,unit,13.1864,USD,76.3,
2026-06-17,azure,sub-8842-cost-demo,Virtual Machines,westeurope,vm-azure-legacy-05,,,,on-demand,24,unit,2.4745,USD,1.6,
2026-06-17,azure,sub-8842-cost-demo,Managed Disks,eastus,disk-azure-orphan-01,platform,web,prod,on-demand,24,unit,3.8563,USD,,False
2026-06-17,azure,sub-8842-cost-demo,Managed Disks,eastus,disk-azure-active-02,platform,web,prod,on-demand,24,unit,4.8254,USD,,True
2026-06-17,azure,sub-8842-cost-demo,Azure SQL Database,eastus,sql-azure-prod-01,platform,web,prod,on-demand,24,unit,26.9253,USD,,
2026-06-17,azure,sub-8842-cost-demo,Storage Accounts (Blob),eastus,blob-azure-assets,platform,web,prod,on-demand,24,unit,6.0775,USD,,
2026-06-17,azure,sub-8842-cost-demo,Azure Front Door,eastus,lb-azure-frontdoor-01,,,,on-demand,24,unit,2.6811,USD,,
2026-06-17,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-01,platform,web,prod,on-demand,24,unit,3.3027,USD,2.3,
2026-06-17,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-02,platform,web,prod,on-demand,24,unit,17.072,USD,61.4,
2026-06-17,gcp,cost-demo-project,Compute Engine,us-west1,vm-gcp-batch-03,data,etl,prod,on-demand,24,unit,21.8559,USD,23.5,
2026-06-17,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-api-04,platform,api,prod,committed,24,unit,14.6426,USD,74.8,
2026-06-17,gcp,cost-demo-project,Compute Engine,europe-west1,vm-gcp-legacy-05,,,,on-demand,24,unit,2.1651,USD,1.0,
2026-06-17,gcp,cost-demo-project,Persistent Disk,us-central1,disk-gcp-orphan-01,platform,web,prod,on-demand,24,unit,3.2705,USD,,False
2026-06-17,gcp,cost-demo-project,Persistent Disk,us-central1,disk-gcp-active-02,platform,web,prod,on-demand,24,unit,4.2118,USD,,True
2026-06-17,gcp,cost-demo-project,Cloud SQL,us-central1,sql-gcp-prod-01,platform,web,prod,on-demand,24,unit,24.0662,USD,,
2026-06-17,gcp,cost-demo-project,Cloud Storage,us-central1,gcs-gcp-assets,platform,web,prod,on-demand,24,unit,5.4229,USD,,
2026-06-17,gcp,cost-demo-project,Cloud Load Balancing,us-central1,lb-gcp-frontend-01,,,,on-demand,24,unit,2.4843,USD,,
2026-06-18,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000web01,platform,web,prod,on-demand,24,unit,3.6273,USD,1.9,
2026-06-18,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000web02,platform,web,prod,on-demand,24,unit,17.124,USD,69.0,
2026-06-18,aws,111122223333,Amazon Elastic Compute Cloud,us-west-2,i-0aws0000000batch3,data,etl,prod,on-demand,24,unit,25.7843,USD,19.1,
2026-06-18,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000api04,platform,api,prod,reserved,24,unit,13.702,USD,58.8,
2026-06-18,aws,111122223333,Amazon Elastic Compute Cloud,eu-west-1,i-0aws0000000legacy5,,,,on-demand,24,unit,2.6209,USD,1.6,
2026-06-18,aws,111122223333,Amazon Elastic Block Store,us-east-1,vol-0awsorphan01,platform,web,prod,on-demand,24,unit,4.28,USD,,False
2026-06-18,aws,111122223333,Amazon Elastic Block Store,us-east-1,vol-0awsactive02,platform,web,prod,on-demand,24,unit,5.2772,USD,,True
2026-06-18,aws,111122223333,Amazon Relational Database Service,us-east-1,db-0awsprodrds01,platform,web,prod,on-demand,24,unit,30.0389,USD,,
2026-06-18,aws,111122223333,Amazon Simple Storage Service,us-east-1,s3-0awsassetsbucket,platform,web,prod,on-demand,24,unit,6.6569,USD,,
2026-06-18,aws,111122223333,Amazon Virtual Private Cloud,us-east-1,nat-0awsgateway01,,,,on-demand,24,unit,3.0373,USD,,
2026-06-18,azure,sub-8842-cost-demo,Virtual Machines,eastus,vm-azure-web-01,platform,web,prod,on-demand,24,unit,3.8545,USD,2.4,
2026-06-18,azure,sub-8842-cost-demo,Virtual Machines,eastus,vm-azure-web-02,platform,web,prod,on-demand,24,unit,16.2893,USD,53.9,
2026-06-18,azure,sub-8842-cost-demo,Virtual Machines,westus2,vm-azure-batch-03,data,etl,prod,on-demand,24,unit,20.9599,USD,12.3,
2026-06-18,azure,sub-8842-cost-demo,Virtual Machines,eastus,vm-azure-api-04,platform,api,prod,reserved,24,unit,14.4692,USD,75.1,
2026-06-18,azure,sub-8842-cost-demo,Virtual Machines,westeurope,vm-azure-legacy-05,,,,on-demand,24,unit,2.5343,USD,1.9,
2026-06-18,azure,sub-8842-cost-demo,Managed Disks,eastus,disk-azure-orphan-01,platform,web,prod,on-demand,24,unit,3.6019,USD,,False
2026-06-18,azure,sub-8842-cost-demo,Managed Disks,eastus,disk-azure-active-02,platform,web,prod,on-demand,24,unit,4.945,USD,,True
2026-06-18,azure,sub-8842-cost-demo,Azure SQL Database,eastus,sql-azure-prod-01,platform,web,prod,on-demand,24,unit,26.9083,USD,,
2026-06-18,azure,sub-8842-cost-demo,Storage Accounts (Blob),eastus,blob-azure-assets,platform,web,prod,on-demand,24,unit,6.0911,USD,,
2026-06-18,azure,sub-8842-cost-demo,Azure Front Door,eastus,lb-azure-frontdoor-01,,,,on-demand,24,unit,3.0332,USD,,
2026-06-18,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-01,platform,web,prod,on-demand,24,unit,3.0583,USD,2.1,
2026-06-18,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-02,platform,web,prod,on-demand,24,unit,16.0222,USD,55.8,
2026-06-18,gcp,cost-demo-project,Compute Engine,us-west1,vm-gcp-batch-03,data,etl,prod,on-demand,24,unit,23.8518,USD,17.3,
2026-06-18,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-api-04,platform,api,prod,committed,24,unit,14.3053,USD,87.1,
2026-06-18,gcp,cost-demo-project,Compute Engine,europe-west1,vm-gcp-legacy-05,,,,on-demand,24,unit,2.4093,USD,1.0,
2026-06-18,gcp,cost-demo-project,Persistent Disk,us-central1,disk-gcp-orphan-01,platform,web,prod,on-demand,24,unit,3.7768,USD,,False
2026-06-18,gcp,cost-demo-project,Persistent Disk,us-central1,disk-gcp-active-02,platform,web,prod,on-demand,24,unit,4.7275,USD,,True
2026-06-18,gcp,cost-demo-project,Cloud SQL,us-central1,sql-gcp-prod-01,platform,web,prod,on-demand,24,unit,23.3146,USD,,
2026-06-18,gcp,cost-demo-project,Cloud Storage,us-central1,gcs-gcp-assets,platform,web,prod,on-demand,24,unit,5.4885,USD,,
2026-06-18,gcp,cost-demo-project,Cloud Load Balancing,us-central1,lb-gcp-frontend-01,,,,on-demand,24,unit,2.8819,USD,,
